Component#1,inchi#1,Smiles#1,H#1,T#1,Component#2,inchi#2,Smiles#2,H#2,T#2,T_EP,X#1,Phase_diagram
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Palmitic Acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,51.02,336.8,300.2,0.9009,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Palmitic Acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,51.02,336.8,303.08,0.9502,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,340.66,0.1013,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,338.62,0.1989,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,336.62,0.2967,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,334.28,0.395,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,330.81,0.5032,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,327.79,0.5972,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,324.43,0.7044,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,317.93,0.8012,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,305.78,0.9002,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Stearic Acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,61.36,343.67,301.72,0.95,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,318.01,0.1,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,314.51,0.2,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,306.47,0.3,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,301.49,0.4,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,294.95,0.45,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,287.84,0.51,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,289.87,0.55,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,292.35,0.64,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,293.36,0.7,Yes
Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,301.25,0.9,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,301.89,0.1,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,298.54,0.1999,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,294.98,0.3,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,291.21,0.4001,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,286.84,0.5,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,280.63,0.5994,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,278.36,0.6997,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,281.91,0.7998,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Capric Acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,27.5,304.8,285.96,0.8998,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,308,0.1,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,299,0.2,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,287,0.3,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,276,0.4,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,267,0.5,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,274,0.6,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,279,0.7,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,284,0.8,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,286,0.9,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,318.49,0.09,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,312.05,0.2,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,302.51,0.3,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,296.95,0.4,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,284.16,0.5,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,274.98,0.59,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,275.45,0.7,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,280.16,0.8,Yes
Caprylic Acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,19.8,288.2,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,19.65,323.5,285.13,0.9,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,586.9,0.102,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,563.6,0.204,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,525.7,0.306,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,497.7,0.397,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,473.4,0.495,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,493.6,0.581,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,520,0.694,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,541.8,0.804,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[N1111]Cl,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],20.49,612.87,567.5,0.898,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,598.8,0.106,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,568.6,0.2,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,537.2,0.296,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,510,0.384,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,473.8,0.494,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,483.6,0.589,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,503.8,0.695,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,513.6,0.763,Yes
ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,[NH4]Cl,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[Cl-].[NH4+],10.38,632.2,539.9,0.879,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,557.85,0.052,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,512.35,0.101,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,478.98,0.151,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,431.68,0.2,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,387.12,0.25,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,343.55,0.314,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,348.98,0.4,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,356.75,0.451,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,364.05,0.499,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,370.98,0.552,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,379.48,0.6,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,384.02,0.65,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,393.48,0.7,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,397.98,0.748,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,404.48,0.8,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,411.35,0.85,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,418.28,0.898,Yes
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C[N+](C)(C)CCO.[Cl-],4.3,578.15,423.15,0.938,Yes
Cyclohexanecarboxylic Acid,NZNMSOFKMUBTKW-UHFFFAOYSA-N,O=C(O)C1CCCCC1,10.69,299.4,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,265,0.5,No
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,308.182,0.1,Yes
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,298.9,0.2,Yes
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,289.19,0.3,Yes
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,275.455,0.4,Yes
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,262.12,0.5,Yes
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,273.434,0.7,Yes
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,278.687,0.8,Yes
Cyclohexylpropionic Acid,HJZLEGIHUQOJBA-UHFFFAOYSA-N,O=C(O)CCC1CCCCC1,16.96,291.3,Menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.6,283.535,0.9,Yes
DL-camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,5.9,448.15,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],17.98,566,549.5,0.102,Yes
DL-camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,5.9,448.15,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],17.98,566,512.2,0.201,Yes
DL-camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,5.9,448.15,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],17.98,566,494.3,0.302,Yes
DL-camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,5.9,448.15,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],17.98,566,468.4,0.402,Yes
DL-camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,5.9,448.15,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],17.98,566,448.6,0.501,Yes
DL-camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,5.9,448.15,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],17.98,566,413.4,0.603,Yes
DL-camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,5.9,448.15,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],17.98,566,384,0.703,Yes
