Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,Charge#1,Surf_charge#1,Dipol#1,Moment_HBacc#1,Moment_HBdon#1,Moment_sig2#1,Moment_sig3#1,Moment_sig4#1,Moment_sig5#1,Moment_sig6#1,Charge#2,Surf_charge#2,Dipol#2,Moment_HBacc#2,Moment_HBdon#2,Moment_sig2#2,Moment_sig3#2,Moment_sig4#2,Moment_sig5#2,Moment_sig6#2,mu_c0#1,log10_c0#1,FreeE_c0#1,H_int_c0#1,H_MF_c0#1,H_HB_c0#1,H_vdW_c0#1,mu_c0#2,log10_c0#2,FreeE_c0#2,H_int_c0#2,H_MF_c0#2,H_HB_c0#2,H_vdW_c0#2,mu_c1#1,log10_c1#1,FreeE_c1#1,H_int_c1#1,H_MF_c1#1,H_HB_c1#1,H_vdW_c1#1,mu_c1#2,log10_c1#2,FreeE_c1#2,H_int_c1#2,H_MF_c1#2,H_HB_c1#2,H_vdW_c1#2
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],521.0,0.95,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.87869,-0.42634,-522104.70115,4.45349,12.61952,-0.29914,-7.86689,6.64971,-2.30218,-423405.72773,2.09208,9.22922,-0.45391,-6.68323,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],569.0,0.05,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],564.0,0.1,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],559.0,0.15,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],548.0,0.2,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],541.0,0.25,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],533.0,0.3,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],522.0,0.35,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],516.0,0.4,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],503.0,0.5,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],515.0,0.6,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],526.0,0.7,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],530.0,0.8,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],534.0,0.9,0.00868,4.049043054389097e-05,17.7314,19.86727,8.8e-05,162.93147,172.49177,369.98807,587.05961,1065.48336,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.60629,-0.97047,-522104.97355,2.62695,11.19112,-0.35584,-8.20833,5.57547,-2.72051,-495305.43376,1.37587,9.16722,-0.47116,-7.3202,6.00874,-1.8444,-522105.5711,2.04399,11.15151,-0.16825,-8.93927,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],603.0,0.05,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],589.0,0.1,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],552.0,0.2,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],515.0,0.3,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],466.0,0.4,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],422.0,0.5,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],361.0,0.6,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],406.0,0.7,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],440.0,0.8,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],478.0,0.9,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],490.0,0.95,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,6.60145,-0.21519,-620806.07322,4.80011,15.3018,-0.29339,-10.20829,6.88241,-2.8067,-423405.49502,1.46809,8.97769,-0.51327,-6.99632,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],573.0,0.05,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],563.0,0.1,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],543.0,0.2,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],532.0,0.25,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],519.0,0.3,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],498.0,0.4,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],478.0,0.5,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],485.0,0.6,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],491.0,0.7,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],497.0,0.8,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],500.0,0.9,0.00987,3.514572889838152e-05,17.8291,20.54525,0.00051,163.14814,183.91102,383.18205,631.57201,1156.32005,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,6.42221,-0.71143,-620806.25247,2.72307,13.75572,-0.35141,-10.68124,5.79328,-3.25898,-495305.21596,0.66201,8.86893,-0.53594,-7.67098,4.50968,-2.69399,-620808.165,-0.7763,11.5631,-0.15778,-12.18162,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Malonic Acid,O=C(O)CC(=O)O,255.0,0.5,0.00936,2.7508487514585228e-05,19.1244,17.00311,0.40907,158.10154,149.61386,315.6554,443.45614,797.88984,0.00611,4.864500957932496e-05,1.0041,1.38238,8.04805,116.57319,-45.96035,229.10266,-229.96249,637.75773,-6.26536,-10.33331,-2046191.08193,-20.24842,6.76699,-13.10053,-13.91488,-2.74784,-0.15337,-262204.21857,-8.44807,2.88105,-5.96277,-5.36635,0.63554,-7.20966,-2046184.18103,-7.30066,10.32388,-0.75329,-16.87125,0.97695,2.13367,-262200.49378,-3.95896,2.88752,-3.32685,-3.51964
[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Oxalic Acid,O=C(O)C(=O)O,251.0,0.5,0.00936,2.7508487514585228e-05,19.1244,17.00311,0.40907,158.10154,149.61386,315.6554,443.45614,797.88984,0.00495,4.6300068028362586e-05,0.0041,0.75997,10.34226,114.22805,-69.97911,267.21751,-361.13652,884.28332,-5.70059,-8.01646,-2046190.51716,-15.45339,7.82901,-10.36596,-12.91644,-3.19572,-0.46044,-237519.44373,-9.18897,2.34199,-7.00484,-4.52612,0.63554,-7.20966,-2046184.18103,-7.30066,10.32388,-0.75329,-16.87125,1.9454,3.11221,-237514.30261,-1.31321,3.22075,-2.15626,-2.37771
[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Suberic Acid,O=C(O)CCCCCCC(=O)O,316.0,0.7,0.00936,2.7508487514585228e-05,19.1244,17.00311,0.40907,158.10154,149.61386,315.6554,443.45614,797.88984,0.00155,6.891071674125399e-06,3.0373,3.54558,6.20736,124.89084,4.02468,219.73848,-80.07335,528.50504,-2.33264,-7.93807,-2046187.14921,-16.76694,6.87963,-8.69287,-14.95371,-3.20298,-0.8647,-385590.5141,-9.74647,5.17309,-4.74408,-10.17548,0.63554,-7.20966,-2046184.18103,-7.30066,10.32388,-0.75329,-16.87125,-0.55281,0.98915,-385587.86393,-7.64795,4.53848,-3.51097,-8.67546
