Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,Area#1,sig1#1,sig2#1,sig3#1,sig4#1,sig5#1,sig6#1,Hb_acc1#1,Hb_acc2#1,Hb_acc3#1,Hb_acc4#1,Hb_don1#1,Hb_don2#1,Hb_don3#1,Hb_don4#1,Volume#1,MolWeight#1,E_diel#1,av_dE#1,E_vdw#1,E_ring#1,mu_gas#1,charge_p#1,charge_n#1,area_p#1,area_n#1,Hb_acc5#1,Hb_don5#1,Area#2,sig1#2,sig2#2,sig3#2,sig4#2,sig5#2,sig6#2,Hb_acc1#2,Hb_acc2#2,Hb_acc3#2,Hb_acc4#2,Hb_don1#2,Hb_don2#2,Hb_don3#2,Hb_don4#2,Volume#2,MolWeight#2,E_diel#2,av_dE#2,E_vdw#2,E_ring#2,mu_gas#2,charge_p#2,charge_n#2,area_p#2,area_n#2,Hb_acc5#2,Hb_don5#2,WAPS#1,WANS#1,WAPS#2,WANS#2
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],451.65,0.192,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],415.78,0.25,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],371.45,0.319,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],335.42,0.409,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],334.62,0.417,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],318.55,0.5,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],320.78,0.592,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],320.95,0.604,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],322.28,0.668,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],322.55,0.694,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],322.73,0.792,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,ChCl,C[N+](C)(C)CCO.[Cl-],323.35,0.868,367.5167,0,56.6384,21.6076,96.6335,63.1905,241.0672,0.0552,5.576,3.4904,1.8727,-0.0257,2.6215,1.4616,0.6473,376.9499,242.4421,-7.2315,0.5111,13.4205,0,14.2003,0.4583,-0.4583,133.5768,179.0458,3.4685,1.4348,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.003430985,-0.00255968,0.012944751,-0.006715318
Hexanoic acid,CCCCCC(=O)O,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,217.15,0.5,171.4403,0,64.4868,3.58,109.7227,-37.152,262.822,0.0445,4.5667,1.8166,0.3906,-0.0439,4.4333,3.0659,1.8781,162.6214,116.1589,-8.5195,0.5333,5.7587,0,5.5751,0.3721,-0.3721,61.6765,94.4557,1.7171,3.0469,282.5996,0,103.567,86.9146,257.7597,441.9757,1121.9173,0.1267,12.6972,9.4067,6.4966,-0.0219,2.2373,1.1811,0.4476,320.2243,234.3386,-17.7403,0.6272,10.3758,-1.1335,2.7841,0.6014,-0.6014,108.932,150.8833,9.4716,1.167,0.006033092,-0.003939413,0.005520875,-0.003985862
Hydroquinone ,Oc1ccc(O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],332.16,0.5,141.5529,0,94.6212,-36.7527,166.7861,-140.3523,415.457,0.0386,3.9844,1.693,0.3841,-0.0906,9.1701,6.0444,3.4989,132.42,110.1112,-12.9232,0.7512,4.8129,-1.1335,0.5216,0.4781,-0.4781,77.9785,58.9402,1.6185,6.0208,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.006131177,-0.008111611,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],547.62,0.105,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],495.92,0.203,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],443.15,0.305,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],395.82,0.387,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],351.25,0.487,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],326.05,0.604,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],335.08,0.697,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],338.62,0.771,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],344.52,0.889,256.5874,0,78.6158,-3.1562,112.4617,-52.0345,269.3788,0.0392,4.0111,1.6159,0.3542,-0.046,4.6455,3.2289,2.0327,279.8755,206.282,-10.683,0.6404,9.1124,-1.1335,6.2996,0.5369,-0.5369,111.7496,127.2421,1.5033,3.1994,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.004804491,-0.004219515,0.012944751,-0.006715318
Imidazole,c1c[nH]cn1,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],355.6607299,0.4,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,340.2586,0,158.1015,149.6139,315.6554,443.4561,797.8898,0.2563,25.6677,17.0031,8.804,-0.0095,1.1964,0.4091,0.1478,417.7631,322.3694,-39.0736,0.5573,13.583,0,-6.9711,0.8223,-0.8223,103.5853,211.067,16.9838,0.3638,0.00711709,-0.007804072,0.007938385,-0.003895919
Imidazole,c1c[nH]cn1,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],339.1636549,0.5,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,340.2586,0,158.1015,149.6139,315.6554,443.4561,797.8898,0.2563,25.6677,17.0031,8.804,-0.0095,1.1964,0.4091,0.1478,417.7631,322.3694,-39.0736,0.5573,13.583,0,-6.9711,0.8223,-0.8223,103.5853,211.067,16.9838,0.3638,0.00711709,-0.007804072,0.007938385,-0.003895919
Imidazole,c1c[nH]cn1,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],303.6994036,0.6,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,340.2586,0,158.1015,149.6139,315.6554,443.4561,797.8898,0.2563,25.6677,17.0031,8.804,-0.0095,1.1964,0.4091,0.1478,417.7631,322.3694,-39.0736,0.5573,13.583,0,-6.9711,0.8223,-0.8223,103.5853,211.067,16.9838,0.3638,0.00711709,-0.007804072,0.007938385,-0.003895919
Imidazole,c1c[nH]cn1,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],294.4965504,0.7,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,340.2586,0,158.1015,149.6139,315.6554,443.4561,797.8898,0.2563,25.6677,17.0031,8.804,-0.0095,1.1964,0.4091,0.1478,417.7631,322.3694,-39.0736,0.5573,13.583,0,-6.9711,0.8223,-0.8223,103.5853,211.067,16.9838,0.3638,0.00711709,-0.007804072,0.007938385,-0.003895919
Imidazole,c1c[nH]cn1,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],301.8286516,0.8,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,340.2586,0,158.1015,149.6139,315.6554,443.4561,797.8898,0.2563,25.6677,17.0031,8.804,-0.0095,1.1964,0.4091,0.1478,417.7631,322.3694,-39.0736,0.5573,13.583,0,-6.9711,0.8223,-0.8223,103.5853,211.067,16.9838,0.3638,0.00711709,-0.007804072,0.007938385,-0.003895919
Imidazole,c1c[nH]cn1,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],357.7935827,0.9,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,340.2586,0,158.1015,149.6139,315.6554,443.4561,797.8898,0.2563,25.6677,17.0031,8.804,-0.0095,1.1964,0.4091,0.1478,417.7631,322.3694,-39.0736,0.5573,13.583,0,-6.9711,0.8223,-0.8223,103.5853,211.067,16.9838,0.3638,0.00711709,-0.007804072,0.007938385,-0.003895919
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],367.3330734,0.4,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.00711709,-0.007804072,0.012944751,-0.006715318
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],361.2913145,0.5,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.00711709,-0.007804072,0.012944751,-0.006715318
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],355.9790388,0.6,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.00711709,-0.007804072,0.012944751,-0.006715318
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],329.2685869,0.7,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.00711709,-0.007804072,0.012944751,-0.006715318
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],338.5459768,0.8,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.00711709,-0.007804072,0.012944751,-0.006715318
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],341.9881115,0.9,101.2712,0,79.5524,13.2531,170.1161,87.6508,511.2284,0.0698,7.0973,4.8869,3.1283,-0.047,4.8539,3.053,1.6295,86.2331,68.0776,-13.241,0.4383,3.479,-0.9446,-1.1559,0.3646,-0.3646,51.2288,46.7192,4.8723,3.0374,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.00711709,-0.007804072,0.012944751,-0.006715318
Itaconic acid,C=C(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],330.15,0.5,154.234,0,118.4892,-28.8498,217.4412,-166.1961,560.3258,0.0587,6.1749,2.0157,0.2832,-0.1002,10.1588,7.079,4.5776,149.3232,130.0993,-16.4801,0.9451,4.6063,0,-0.7347,0.5593,-0.5593,73.2003,75.8961,1.7129,7.0049,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.007640679,-0.007369285,0.012944751,-0.006715318
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],541.85,0.119,278.1481,0,113.6165,6.5076,155.1261,-30.3826,341.2008,0.0665,6.8475,2.5945,0.5078,-0.0483,4.8772,3.4143,2.1823,311.4944,254.282,-16.4961,0.8572,9.7307,-2.267,2.0243,0.7056,-0.7056,128.9419,134.1712,2.4119,3.3762,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005472232,-0.005258953,0.012944751,-0.006715318
