Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,Area#1,sig1#1,sig2#1,sig3#1,sig4#1,sig5#1,sig6#1,Hb_acc1#1,Hb_acc2#1,Hb_acc3#1,Hb_acc4#1,Hb_don1#1,Hb_don2#1,Hb_don3#1,Hb_don4#1,Volume#1,MolWeight#1,E_diel#1,av_dE#1,E_vdw#1,E_ring#1,mu_gas#1,charge_p#1,charge_n#1,area_p#1,area_n#1,Hb_acc5#1,Hb_don5#1,Area#2,sig1#2,sig2#2,sig3#2,sig4#2,sig5#2,sig6#2,Hb_acc1#2,Hb_acc2#2,Hb_acc3#2,Hb_acc4#2,Hb_don1#2,Hb_don2#2,Hb_don3#2,Hb_don4#2,Volume#2,MolWeight#2,E_diel#2,av_dE#2,E_vdw#2,E_ring#2,mu_gas#2,charge_p#2,charge_n#2,area_p#2,area_n#2,Hb_acc5#2,Hb_don5#2,WAPS#1,WANS#1,WAPS#2,WANS#2
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],555.58,0.107,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],527.48,0.2,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],495.55,0.304,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],450.78,0.405,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],418.25,0.501,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],382.48,0.586,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],206.15,0.67,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],340.65,0.714,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],354.85,0.794,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],381.52,0.899,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005964989,-0.00554843,0.012944751,-0.006715318
Adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,250.15,0.67,355.8614,0,87.4843,31.3792,74.6174,73.4955,122.8103,0.0471,4.8532,2.2583,0.8092,0,0.0072,0,0,413.0982,311.4199,-12.2838,0.7546,13.1764,-2.267,8.2014,0.7134,-0.7134,147.8928,183.7815,2.1947,0,199.6929,0,93.5437,-4.6804,135.3894,-63.6741,312.3667,0.0442,4.656,1.5569,0.218,-0.0498,5.0343,3.5158,2.2817,205.4205,180.1583,-13.4947,0.7529,6.6407,-1.1335,1.9571,0.5438,-0.5438,91.1653,98.0097,1.4254,3.4771,0.004823764,-0.003881784,0.005964989,-0.00554843
Adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,Urea,NC(N)=O,228.15,0.67,355.8614,0,87.4843,31.3792,74.6174,73.4955,122.8103,0.0471,4.8532,2.2583,0.8092,0,0.0072,0,0,413.0982,311.4199,-12.2838,0.7546,13.1764,-2.267,8.2014,0.7134,-0.7134,147.8928,183.7815,2.1947,0,91.2342,0,114.8648,15.6135,250.22,96.5756,642.4576,0.1131,11.5012,7.9246,4.7486,-0.0907,9.2521,4.9711,1.9861,72.4889,60.0554,-18.7823,0.7074,2.4722,0,-4.5494,0.4507,-0.4507,46.7095,43.332,7.9078,4.8415,0.004823764,-0.003881784,0.009649001,-0.010401089
Adipic Acid,O=C(O)CCCCC(=O)O,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],347.86,0.51,185.1343,0,124.2922,-1.9997,219.304,-95.4198,532.9462,0.0825,8.5267,3.2553,0.6466,-0.0906,9.1703,6.3676,3.9801,178.4675,146.1419,-16.3564,0.989,5.6161,0,0.3985,0.6162,-0.6162,70.529,107.9326,3.0778,6.316,217.9637,0,154.1143,141.2414,293.7562,415.7511,707.9333,0.2436,24.4019,15.8609,8.1304,-0.0001,0.2447,0.0002,0,246.372,210.156,-40.5118,0.5191,9.0463,0,-12.5528,0.7298,-0.7298,60.0751,144.5563,15.7772,0,0.008736832,-0.005709118,0.012148128,-0.005048552
Adipic Acid,O=C(O)CCCCC(=O)O,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],332,0.48,185.1343,0,124.2922,-1.9997,219.304,-95.4198,532.9462,0.0825,8.5267,3.2553,0.6466,-0.0906,9.1703,6.3676,3.9801,178.4675,146.1419,-16.3564,0.989,5.6161,0,0.3985,0.6162,-0.6162,70.529,107.9326,3.0778,6.316,285.4279,0,160.8288,155.8192,316.1683,462.1972,794.364,0.2597,26.0868,17.2816,8.9629,-0.0009,0.3615,0.0103,0,335.9129,266.2627,-41.0595,0.5266,11.6344,0,-10.3404,0.8012,-0.8012,83.0989,183.8306,17.2435,0,0.008736832,-0.005709118,0.009641524,-0.00435836
Adipic Acid,O=C(O)CCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],358.15,0.5,185.1343,0,124.2922,-1.9997,219.304,-95.4198,532.9462,0.0825,8.5267,3.2553,0.6466,-0.0906,9.1703,6.3676,3.9801,178.4675,146.1419,-16.3564,0.989,5.6161,0,0.3985,0.6162,-0.6162,70.529,107.9326,3.0778,6.316,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.008736832,-0.005709118,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],539.75,0.1,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],492.65,0.199,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],428.72,0.301,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],367.68,0.402,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],322.22,0.497,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],341.52,0.606,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],359.72,0.7,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],381.58,0.799,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],402.78,0.9,159.342,0,143.3633,28.4851,268.4859,70.1809,624.5317,0.1345,13.7001,7.9217,3.6504,-0.0893,9.0991,5.3178,2.5622,162.797,150.1305,-18.2516,1.211,4.7212,-1.1335,-2.6045,0.6406,-0.6406,66.3258,88.5202,7.8005,5.2385,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009658383,-0.007236766,0.012944751,-0.006715318
Benzamide,NC(=O)c1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],362.15,0.58,157.1442,0,88.4882,12.4167,146.5474,50.6275,319.9511,0.0766,7.7019,4.6536,2.1234,-0.0471,4.7734,2.5203,0.9621,151.2388,121.1372,-14.5713,0.583,5.4154,-1.1335,-0.1679,0.4659,-0.4659,77.7303,71.2865,4.6029,2.4535,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005993802,-0.006535599,0.012944751,-0.006715318
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],337.35,0.5,153.2173,0,68.7936,-13.8726,108.7877,-73.5113,269.3483,0.0311,3.2914,1.1963,0.1858,-0.0481,4.8399,3.3868,2.1662,146.45,122.122,-9.1709,0.5721,5.2856,-1.1335,3.5177,0.4009,-0.4009,77.6208,67.8608,1.1658,3.3604,154.0612,0,168.8394,164.1717,427.2104,696.6809,1454.6301,0.265,26.6149,19.6211,13.2993,-0.0087,1.537,0.1747,0.0018,155.3798,117.1469,-40.1242,0.7176,5.1376,0,-15.9915,0.6862,-0.6862,47.5517,104.5543,19.5539,0.1444,0.005164853,-0.005907682,0.014430609,-0.006563097
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],326.15,0.6,153.2173,0,68.7936,-13.8726,108.7877,-73.5113,269.3483,0.0311,3.2914,1.1963,0.1858,-0.0481,4.8399,3.3868,2.1662,146.45,122.122,-9.1709,0.5721,5.2856,-1.1335,3.5177,0.4009,-0.4009,77.6208,67.8608,1.1658,3.3604,154.0612,0,168.8394,164.1717,427.2104,696.6809,1454.6301,0.265,26.6149,19.6211,13.2993,-0.0087,1.537,0.1747,0.0018,155.3798,117.1469,-40.1242,0.7176,5.1376,0,-15.9915,0.6862,-0.6862,47.5517,104.5543,19.5539,0.1444,0.005164853,-0.005907682,0.014430609,-0.006563097
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],347.98,0.667,153.2173,0,68.7936,-13.8726,108.7877,-73.5113,269.3483,0.0311,3.2914,1.1963,0.1858,-0.0481,4.8399,3.3868,2.1662,146.45,122.122,-9.1709,0.5721,5.2856,-1.1335,3.5177,0.4009,-0.4009,77.6208,67.8608,1.1658,3.3604,154.0612,0,168.8394,164.1717,427.2104,696.6809,1454.6301,0.265,26.6149,19.6211,13.2993,-0.0087,1.537,0.1747,0.0018,155.3798,117.1469,-40.1242,0.7176,5.1376,0,-15.9915,0.6862,-0.6862,47.5517,104.5543,19.5539,0.1444,0.005164853,-0.005907682,0.014430609,-0.006563097
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],353.8,0.7,153.2173,0,68.7936,-13.8726,108.7877,-73.5113,269.3483,0.0311,3.2914,1.1963,0.1858,-0.0481,4.8399,3.3868,2.1662,146.45,122.122,-9.1709,0.5721,5.2856,-1.1335,3.5177,0.4009,-0.4009,77.6208,67.8608,1.1658,3.3604,154.0612,0,168.8394,164.1717,427.2104,696.6809,1454.6301,0.265,26.6149,19.6211,13.2993,-0.0087,1.537,0.1747,0.0018,155.3798,117.1469,-40.1242,0.7176,5.1376,0,-15.9915,0.6862,-0.6862,47.5517,104.5543,19.5539,0.1444,0.005164853,-0.005907682,0.014430609,-0.006563097
Benzoic Acid,O=C(O)c1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],351.15,0.72,153.2173,0,68.7936,-13.8726,108.7877,-73.5113,269.3483,0.0311,3.2914,1.1963,0.1858,-0.0481,4.8399,3.3868,2.1662,146.45,122.122,-9.1709,0.5721,5.2856,-1.1335,3.5177,0.4009,-0.4009,77.6208,67.8608,1.1658,3.3604,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.005164853,-0.005907682,0.012944751,-0.006715318
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],535.4,0.094,246.6026,0,181.5485,116.6947,312.9667,368.2869,709.9348,0.232,23.3936,14.8949,7.4874,-0.0164,2.1811,0.4208,0.031,280.7556,215.721,-42.4943,0.7244,9.6096,-1.1335,-14.3054,0.8882,-0.8882,96.1139,143.8786,14.7596,0.3139,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009241119,-0.00617326,0.012944751,-0.006715318
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],535.7,0.101,246.6026,0,181.5485,116.6947,312.9667,368.2869,709.9348,0.232,23.3936,14.8949,7.4874,-0.0164,2.1811,0.4208,0.031,280.7556,215.721,-42.4943,0.7244,9.6096,-1.1335,-14.3054,0.8882,-0.8882,96.1139,143.8786,14.7596,0.3139,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009241119,-0.00617326,0.012944751,-0.006715318
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],479.5,0.2,246.6026,0,181.5485,116.6947,312.9667,368.2869,709.9348,0.232,23.3936,14.8949,7.4874,-0.0164,2.1811,0.4208,0.031,280.7556,215.721,-42.4943,0.7244,9.6096,-1.1335,-14.3054,0.8882,-0.8882,96.1139,143.8786,14.7596,0.3139,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009241119,-0.00617326,0.012944751,-0.006715318
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],482,0.202,246.6026,0,181.5485,116.6947,312.9667,368.2869,709.9348,0.232,23.3936,14.8949,7.4874,-0.0164,2.1811,0.4208,0.031,280.7556,215.721,-42.4943,0.7244,9.6096,-1.1335,-14.3054,0.8882,-0.8882,96.1139,143.8786,14.7596,0.3139,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009241119,-0.00617326,0.012944751,-0.006715318
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],432.1,0.323,246.6026,0,181.5485,116.6947,312.9667,368.2869,709.9348,0.232,23.3936,14.8949,7.4874,-0.0164,2.1811,0.4208,0.031,280.7556,215.721,-42.4943,0.7244,9.6096,-1.1335,-14.3054,0.8882,-0.8882,96.1139,143.8786,14.7596,0.3139,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009241119,-0.00617326,0.012944751,-0.006715318
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],431.6,0.328,246.6026,0,181.5485,116.6947,312.9667,368.2869,709.9348,0.232,23.3936,14.8949,7.4874,-0.0164,2.1811,0.4208,0.031,280.7556,215.721,-42.4943,0.7244,9.6096,-1.1335,-14.3054,0.8882,-0.8882,96.1139,143.8786,14.7596,0.3139,177.0496,0,171.9745,120.106,311.401,376.8907,713.9818,0.2347,23.5772,15.0395,7.6146,-0.0108,1.8488,0.229,0.0126,188.1524,139.6245,-43.9005,0.6451,6.901,0,-16.944,0.7737,-0.7737,59.7694,115.2142,14.8568,0.1508,0.009241119,-0.00617326,0.012944751,-0.006715318
