features,MIC_1,MIC_2,MIC_3,MIC_4,MIC_5,MIC_sum,MIC
NPR2#1,0.32014213300872346,0.34642086204468847,0.3500612234944273,0.3543717771770998,0.34395860507330117,0.34299092015964805,True
NPR2#2,0.35890588639758547,0.36023076159264145,0.3619588281040652,0.35697789810876385,0.33993463909082555,0.35560160265877633,True
RadiusOfGyration#1,0.3175917807378988,0.3531515562052058,0.35899191552376253,0.3558556224777008,0.3356199288156336,0.3442421607520403,True
RadiusOfGyration#2,0.3577667376179102,0.35987233910980965,0.3619588281040649,0.3569203793298798,0.3399346390908255,0.355290584650498,True
InertialShapeFactor#1,0.32337571018157046,0.3613092573239565,0.3573699649514233,0.36246955475203974,0.34235734749109553,0.3493763669400171,True
InertialShapeFactor#2,0.35776673761791017,0.36023076159264156,0.36195882810406516,0.35697789810876357,0.33993463909082555,0.35537377290284117,True
SpherocityIndex#1,0.31473475229824577,0.36522921386017004,0.34945020557760686,0.34605966663372983,0.3199579180160016,0.3390863512771508,True
SpherocityIndex#2,0.43069469542580563,0.37940875379010713,0.36195882810406516,0.35692037932987947,0.3545135327163725,0.37669923787324594,True
MolWeight#1,0.3232440898532129,0.33488010213959474,0.34366288264958006,0.3507429445383754,0.33182912333922415,0.33687182850399744,True
MolWeight#2,0.36486011300439947,0.36023076159264145,0.3638607827940074,0.35659142708430025,0.33993463909082533,0.3570955447132348,True
WAPS#1,0.31991808047466086,0.3566065659934886,0.3495663478446177,0.3550909906112418,0.33408377882145335,0.3430531527490925,True
WAPS#2,0.42028986126231893,0.39551126385796637,0.3905959083993945,0.3937969930890124,0.388054885510094,0.39764978242375726,True
WANS#1,0.31688231183146115,0.3390818462577135,0.34899202366728416,0.33897383111940665,0.32738583129199345,0.33426316883357177,True
WANS#2,0.35970907998292506,0.3602307615926412,0.361958828104065,0.35697789810876357,0.33993463909082555,0.355762241375844,True
COSMO_charge#1,0.3212310110103577,0.3468822956668992,0.3461787759007789,0.3494254808149365,0.3360399435962299,0.3399515013978404,True
COSMO_charge#2,0.3206099670842319,0.3177973172180629,0.33513723441793003,0.3235319624479106,0.30586532522623827,0.3205883612788747,True
ln_gamma_InfD#1,0.37850875546851354,0.4274519570159037,0.38306569410324387,0.419215933875466,0.4040042476058969,0.40244931761380476,True
ln_gamma_InfD#2,0.38577164117678164,0.42923723118153806,0.41129834494838036,0.41276622759544357,0.3801013780394481,0.40383496458831836,True
s_profile_1#ratio,0.28201897625538147,0.2826701514840048,0.27466420090415405,0.27027773750189527,0.2987358801804792,0.2816733892651829,True
s_profile_2#ratio,0.2939067429773495,0.34581510550009376,0.2977378663943091,0.30993626438194966,0.3004759924147272,0.30957439433368583,True
s_profile_3#ratio,0.46797212099683494,0.44978378327641044,0.4083286555139563,0.43601478108667957,0.44700309067107685,0.4418204863089916,True
s_profile_4#ratio,0.42238880011070223,0.3865906541331759,0.4042860094632477,0.3367538938656217,0.3245766062697892,0.3749191927685074,True
s_profile_5#ratio,0.3148796856555317,0.3346415320405239,0.32297479263955126,0.2995013336676057,0.314904793848511,0.3173804275703447,True
s_profile_6#ratio,0.44429297554952274,0.3989745032214151,0.4461282606593712,0.4263179065221295,0.4121271258236195,0.4255681543552116,True
s_profile_7#ratio,0.2548668417183819,0.29386274821134617,0.2473958764546915,0.25521122846237126,0.2868330639342595,0.2676339517562101,True
