features,MIC_1,MIC_2,MIC_3,MIC_4,MIC_5,MIC_sum,MIC
BCUT2D_LOGPHI#2,0.27682524497165467,0.26647206721672767,0.2875403848335754,0.23218756384153458,0.286681249828313,0.26994130213836104,True
BCUT2D_LOGPLOW#1,0.33617764077812545,0.3611262098503942,0.3236954100992448,0.2870398698517883,0.3540970614366875,0.3324272384032481,True
BCUT2D_LOGPLOW#2,0.35398146438882255,0.3390843823505766,0.3347532451972118,0.29530080697142025,0.3408774655281934,0.3327994728872449,True
BCUT2D_MRHI#1,0.20650537747766826,0.2073364560439095,0.2144366852398234,0.25714113674393796,0.2231502562667736,0.22171398235442252,True
BCUT2D_MRHI#2,0.28305240856937597,0.2772836389891506,0.2749297644811744,0.22862250840621356,0.2828162757366402,0.26934091923651093,True
BCUT2D_MRLOW#1,0.33455093917752904,0.35789024704746214,0.3205344647355008,0.2850448163206093,0.34765461965051736,0.3291350173863237,True
BCUT2D_MRLOW#2,0.36087650970535873,0.3433469960259163,0.33625497173408847,0.29724225317311126,0.3552094870790664,0.3385860435435082,True
fr_Al_COO#1,0.15095903636006064,0.1703162538833699,0.1609200034549798,0.1871263517096367,0.1588939672615402,0.16564312253391744,False
fr_Al_COO#2,0.1775841447764496,0.19029062107010086,0.20139957001425285,0.17596968102274863,0.1932404229989738,0.18769688797650513,False
fr_Al_OH#1,0.1460982330509674,0.14465137222817076,0.14791681605113885,0.16216230054141825,0.15260419399690622,0.1506865831737203,False
fr_Al_OH#2,0.2012740842215259,0.19260768098289427,0.20789964815680503,0.16614170287216326,0.20389680542783323,0.19436398433224436,False
fr_Ar_COO#1,0.12883360817586753,0.12905055162368956,0.1115249592203668,0.09785673466567063,0.1292145353977414,0.11929607781666718,False
fr_Ar_COO#2,0.0110049348459807,0.020206213113637583,0.011088694144054344,0.02177331511535577,0.021179305795136327,0.017050492602832944,False
fr_Ar_N#1,0.1634730119626511,0.1456326840727504,0.16358308817339548,0.1334950147311217,0.1720713435020447,0.15565102848839268,False
fr_Ar_OH#1,0.1359506650257691,0.12924068172031303,0.12213852368870873,0.11778607137839563,0.13520738468725405,0.1280646653000881,False
fr_Ar_OH#2,0.15759967695925722,0.15216784752275728,0.12234450624082413,0.14005599225723173,0.1428116206383688,0.14299592872368785,False
fr_C_O_noCOO#1,0.1554284594695369,0.13965435283491298,0.15374651399043196,0.17042635485955554,0.15800456936719665,0.1554520501043268,False
fr_C_O_noCOO#2,0.14567790857734558,0.15073462113818045,0.1564069017069431,0.15559998922996807,0.14645801487033863,0.15097548710455516,False
fr_NH0#1,0.2337866266675678,0.2329446930336313,0.21587843978821278,0.2316602435954492,0.2339891317626537,0.22965182696950298,True
fr_NH0#2,0.31010840711808857,0.28297111173599077,0.2886520601369903,0.23834119080335636,0.32295440833016975,0.28860543562491914,True
fr_NH1#1,0.10698452313172077,0.11132951722513937,0.10998304292274734,0.09598915176726339,0.11068020708159407,0.106993288425693,False
fr_NH1#2,0.06969764897660112,0.09006923513218473,0.10218661704171757,0.11841598491694276,0.09611315104923711,0.09529652742333666,False
fr_NH2#1,0.14093562098098736,0.14273044261602136,0.1412102116765507,0.1463029423554606,0.1435368352379208,0.14294321057338816,False
fr_NH2#2,0.06496953703317007,0.08299597238184654,0.10558426951444452,0.11508861651220319,0.10802319526362848,0.09533231814105857,False
fr_Ndealkylation1#1,0.13980122976941287,0.13445122489486017,0.14025420066314703,0.15411017729046095,0.1381548877666986,0.14135434407691594,False
fr_Ndealkylation1#2,0.31391891591088006,0.28070479609600696,0.2920463664159203,0.22973010607936004,0.30086079723051157,0.2834521963465358,True
fr_amide#1,0.1321900161452765,0.13758937610282063,0.1367292980298337,0.14437773870316306,0.13865773505357357,0.1379088328069335,False
fr_amide#2,0.06496953703317007,0.10735334752662687,0.1171835804315876,0.1213189222216461,0.10802319526362848,0.10376971649533182,False
fr_halogen#1,0.2319090385886028,0.22723274974099633,0.21429988825546464,0.21830664075438966,0.21803957571337426,0.2219575786105655,True
fr_halogen#2,0.25610968752627883,0.23936593596796724,0.23568989876249413,0.22198969860526213,0.2570801824390113,0.2420470806602027,True
fr_phenol#1,0.1359506650257691,0.12924068172031303,0.12213852368870873,0.11778607137839563,0.13520738468725405,0.1280646653000881,False
fr_phenol#2,0.15759967695925722,0.15216784752275728,0.12234450624082413,0.14005599225723173,0.1428116206383688,0.14299592872368785,False
fr_quatN#1,0.22867487651380025,0.2286095039859545,0.20270928871869404,0.23368401067152172,0.2171914812916816,0.2221738322363304,True
fr_quatN#2,0.36995324698969156,0.339424547485948,0.3519888471779286,0.30339953262887837,0.3574464034298449,0.3444425155424583,True
PMI1#1,0.34408073390165855,0.3633075422413561,0.3163149921377054,0.2880222885636903,0.3504674501707854,0.33243860140303916,True
PMI1#2,0.3483089669135593,0.32800694804103775,0.3344506732417614,0.28391764022801935,0.33538690630731566,0.3260142269463387,True
PMI2#1,0.34489141119818967,0.36741655932118333,0.3234329966384074,0.2909091368589543,0.35641849112353113,0.33661371902805315,True
PMI2#2,0.41835746270749663,0.38220129069036957,0.39052184131682943,0.3259041096532545,0.3909507186876559,0.38158708461112123,True
PMI3#1,0.3499253944800689,0.3747258113748414,0.33139149959579833,0.2884572430185286,0.35358788577649825,0.3396175668491471,True
PMI3#2,0.41835746270749663,0.38220129069036957,0.39052184131682943,0.3259041096532545,0.3909507186876559,0.38158708461112123,True
NPR1#1,0.32932638323400765,0.34870242003202945,0.32926693112522415,0.2688977481003825,0.33762138544272907,0.32276297358687456,True
NPR1#2,0.34108358447333553,0.3280069480410378,0.3344506732417614,0.2835869436357668,0.3353869063073158,0.3245030111398435,True
NPR2#1,0.3448506934601925,0.35601080120663714,0.3185390804757925,0.2796929095154695,0.350209981646676,0.32986069326095346,True
NPR2#2,0.35185440999558615,0.34459825028862384,0.3393059500488611,0.2885258196049265,0.34870096394187106,0.3345970787759737,True
RadiusOfGyration#1,0.35115427192348264,0.3739894629706875,0.3318714936247087,0.28970000133722834,0.35783371666338193,0.3409097893038978,True
RadiusOfGyration#2,0.41835746270749663,0.38220129069036957,0.39052184131682943,0.3259041096532545,0.3909507186876559,0.38158708461112123,True
InertialShapeFactor#1,0.34315305763395193,0.36861966643107,0.32598128790198666,0.3014626407995774,0.35821882488467316,0.33948709553025186,True
InertialShapeFactor#2,0.35527417806456624,0.34841087483180877,0.3373947439265495,0.2864784601635931,0.3560089325205163,0.33671343790140673,True
Eccentricity#1,0.3293263832340075,0.34870242003202945,0.32926693112522404,0.2688977481003827,0.337621385442729,0.32276297358687456,True
Eccentricity#2,0.35344086917721323,0.3425881609033879,0.335105277431797,0.2960933917366529,0.3542802030327446,0.3363015804563591,True
Asphericity#1,0.33067015854798815,0.34785401679320066,0.3208128503719765,0.27366933745948485,0.3363603431980313,0.3218733412741363,True
Asphericity#2,0.35245371308185286,0.34294138036342164,0.3344506732417612,0.2932262189911307,0.3551116739347977,0.33563673192259286,True
SpherocityIndex#1,0.33681371646229513,0.3512381993677507,0.3262804838687123,0.28015071998582464,0.3587800695173133,0.33065263784037924,True
SpherocityIndex#2,0.3898812689192332,0.3457346140460489,0.35754765035276653,0.2837636460746847,0.3859430241473451,0.3525740407080157,True
Area#1,0.3461008024519518,0.3611589717229103,0.3161290067239643,0.291414386581212,0.3490846884791987,0.3327775711918474,True
Area#2,0.41733199482091815,0.38539826210633416,0.3937851982419803,0.32987479620600885,0.3934292677741225,0.38396390382987283,True
sig2#1,0.32759608138730784,0.35769814780074133,0.3131918979239049,0.2742539637242316,0.34524528357180734,0.3235970748815986,True
sig2#2,0.35187489046026876,0.3435263322078178,0.3413814931023227,0.29325373245883346,0.34630663979304704,0.335268617604458,True
sig3#1,0.34252738263205745,0.3577427375466903,0.32331552941386504,0.2899876349559079,0.3503605059831403,0.3327867581063322,True
sig3#2,0.3510972359159334,0.3395415383763322,0.33445067324176136,0.28420896541390583,0.335386906307316,0.32893706385104976,True
sig4#1,0.3421715477481721,0.35885460153095755,0.3204158831768077,0.2817991737013989,0.34638059872850774,0.3299243609771688,True
sig4#2,0.35794898588012214,0.3444781274495077,0.34354752575568803,0.29474105513899695,0.34925142338533655,0.3379934235219303,True
sig5#1,0.3506220259952039,0.3639102275700973,0.3327996456998732,0.3027631090623729,0.357876049793328,0.341594211624175,True
sig5#2,0.3513339873003045,0.3393514577186183,0.3344506732417614,0.28717510240773514,0.3353869063073158,0.32953962539514703,True
sig6#1,0.3517958139083374,0.36899102815672813,0.3353686361991813,0.29314936675418674,0.36030455634330893,0.3419218802723485,True
sig6#2,0.35403317865803263,0.34242017833158683,0.34484532345198404,0.29725227881159405,0.352556581879583,0.3382215082265561,True
Volume#1,0.3193286508837645,0.34203891060480873,0.3109304497368481,0.28671937614684134,0.3188522471145209,0.31557392689735675,True
Volume#2,0.41732066869067835,0.38568576009088795,0.39365847110043156,0.33006554845741626,0.3934292677741225,0.38403194322270734,True
MolWeight#1,0.339389394128451,0.3573574592521269,0.31117968636476084,0.27631035273828236,0.3437141787872425,0.3255902142541727,True
MolWeight#2,0.42214427924358094,0.38539826210633416,0.39596822224526046,0.3314176431255478,0.3995799478692173,0.3869016709179881,True
E_diel#1,0.3381515279296691,0.3626786095367777,0.32055282049448525,0.2847261500894666,0.3399719976648465,0.32921622114304905,True
E_diel#2,0.35183861042622033,0.3427673682032301,0.3405394781712484,0.2936256289778248,0.3376327266873611,0.33328076249317695,True
E_vdw#1,0.33482821957206693,0.3530405553104914,0.3111478393499422,0.2783383639605723,0.34736804316867004,0.3249446042723486,True
E_vdw#2,0.40571075686474967,0.38469645983208484,0.38581686022341205,0.3210711104587111,0.3842254475131962,0.3763041269784308,True
E_ring#1,0.13845485353224438,0.13498573806825415,0.14226640984353514,0.13346483058973263,0.13438335520552414,0.13671103744785806,False
E_ring#2,0.20027076285717946,0.20262693233304724,0.1985222662964574,0.19686089246441163,0.22919005246560858,0.20549418128334085,True
mu_gas#1,0.3389161475094058,0.3625222429469704,0.3273353922921509,0.29248234884044877,0.344691658895901,0.33318955809697537,True
mu_gas#2,0.34108358447333537,0.3954536635724603,0.33445067324176136,0.28107249250523797,0.3997044783404538,0.35035297842664975,True
WAPS#1,0.3561791672075224,0.35947166984043083,0.3237077156953368,0.2971535691129364,0.35066400067283987,0.33743522450581326,True
WAPS#2,0.43023682546586195,0.4118316550650835,0.41681672612760456,0.36062563545670084,0.4395132343549086,0.4118048152940319,True
WANS#1,0.3276460585942513,0.35601250281745006,0.32084728433152077,0.28352387361179326,0.33997730923999436,0.3256014057190019,True
WANS#2,0.3410835844733355,0.38848547577623527,0.3344506732417612,0.2886736407888956,0.3882056828664327,0.3481798114293321,True
E_COSMO#1,0.34025601362945584,0.3650730942126953,0.3224194953271577,0.28466604977780857,0.3537694168266966,0.33323681395476284,True
E_COSMO#2,0.3515224288313449,0.3450882357348004,0.33751557772217017,0.29495564194708984,0.335386906307316,0.33289375810854427,True
COSMO_charge#1,0.34996210801803074,0.352653142181485,0.32249686801215005,0.2747177813736326,0.3491618495780578,0.3297983498326712,True
COSMO_charge#2,0.3362851162930269,0.32081086157317945,0.31510106137712507,0.26564351175043077,0.3302045713594823,0.3136090244706489,True
Dipole_moment#1,0.3382230139580584,0.3678892066175633,0.3210866709712438,0.27859952166141755,0.3533634595848498,0.3318323745586266,True
Dipole_moment#2,0.34108358447333564,0.32800694804103775,0.3344506732417614,0.28267620009259325,0.33538690630731577,0.3243208624312088,True
Hb_acc#1,0.34413563535310665,0.3642944640156609,0.32562398299227135,0.29367462102580766,0.35845939080545725,0.33723761883846076,True
Hb_acc#2,0.3437055037932147,0.3447743862705332,0.3344506732417614,0.28107249250523775,0.3420674106074749,0.32921409328364437,True
Hb_don#1,0.32197074694265104,0.3504854594180325,0.31060703001421996,0.27222703183368757,0.3273650569686226,0.31653106503544276,True
Hb_don#2,0.3573765096393308,0.33949232748985014,0.35502506397827566,0.2906221033549214,0.3552649359834285,0.3395561880891613,True
ln_gamma_InfD#1,0.4129756001803424,0.4358554228685755,0.38457764000059735,0.33169389532689886,0.38523586828370027,0.39006768533202285,True
ln_gamma_InfD#2,0.3880630518518791,0.40329753331314194,0.3730790513489582,0.3591827525379746,0.4066902251168489,0.3860625228337605,True
lny#1,0.2605637042266033,0.25751286013143027,0.2630512636781342,0.2372698454465569,0.26291886881343207,0.25626330845923134,True
lny#2,0.2758014820768604,0.24997493102564686,0.25735484621172555,0.3004235882744968,0.2501295254557095,0.2667368746088878,True
s_potential_1#1,0.33567550562501275,0.34678392708507527,0.3218153247673032,0.2910703260588454,0.34498052416423813,0.32806512154009493,True
s_potential_1#2,0.35378356975347147,0.34145638447750887,0.33980486307999364,0.28421091589331454,0.35023169770252566,0.3338974861813629,True
s_potential_2#1,0.3291398798346047,0.36077441571332236,0.3222232204690772,0.2933838941697351,0.3331984530624154,0.32774397264983096,True
s_potential_2#2,0.3530674706454853,0.34182560218889996,0.34248581635133263,0.2926642626985078,0.34653292153236853,0.3353152146833188,True
s_potential_3#1,0.33957763207726954,0.3659146715800879,0.32399536985121913,0.2833617788220061,0.35188893354703626,0.3329476771755238,True
s_potential_3#2,0.35915714628174744,0.3459113922893161,0.34645573540665703,0.29197821524372497,0.3437986090650821,0.3374602196573055,True
s_profile_1#ratio,0.2927199376519718,0.3082916080617223,0.3288723343019636,0.27060761790194904,0.3224430650948402,0.3045869126024894,True
s_profile_2#ratio,0.3280449545992297,0.3072489960291186,0.27641746144584073,0.3189821693087299,0.3266937779459944,0.31147747186578273,True
s_profile_3#ratio,0.494678930680592,0.4756253928285935,0.4339496999949948,0.4145852885064003,0.45540419048531494,0.4548487004991791,True
s_profile_4#ratio,0.4756020036294646,0.4353623851520895,0.4257894554884245,0.375425295736426,0.41245197323958355,0.4249262226491976,True
s_profile_5#ratio,0.3502303547296925,0.34983589669810133,0.3536107011069228,0.3463814807632796,0.32176575582280686,0.3443648378241606,True
s_profile_6#ratio,0.4165282958929526,0.3886567942995838,0.3836179581417488,0.33186881996981754,0.38306798490141425,0.38074797064110333,True
s_profile_7#ratio,0.2467270555851916,0.27713739703936724,0.2738606257198267,0.2470231777343081,0.25667329596388594,0.2602843104085159,True
