Component#1,Component#2,Smiles#1,Smiles#2,X#1,T_EP,Phase_diagram,Solubility#1,Solubility#2,groups,T#1,T#2,NumValenceElectrons#1,NumValenceElectrons#2,TPSA#1,TPSA#2,NumAliphaticCarbocycles#1,NumAliphaticCarbocycles#2,NumAliphaticHeterocycles#1,NumAliphaticHeterocycles#2,NumAromaticCarbocycles#1,NumAromaticCarbocycles#2,NumAromaticHeterocycles#1,NumAromaticHeterocycles#2,NumHAcceptors#1,NumHAcceptors#2,NumHDonors#1,NumHDonors#2,NumHeteroatoms#1,NumHeteroatoms#2,NumRotatableBonds#1,NumRotatableBonds#2,MaxPartialCharge#1,MaxPartialCharge#2,MinPartialCharge#1,MinPartialCharge#2,BalabanJ#1,BalabanJ#2,BCUT2D_MWHI#1,BCUT2D_MWHI#2,BCUT2D_MWLOW#1,BCUT2D_MWLOW#2,BCUT2D_CHGHI#1,BCUT2D_CHGHI#2,BCUT2D_CHGLO#1,BCUT2D_CHGLO#2,BCUT2D_LOGPHI#1,BCUT2D_LOGPHI#2,BCUT2D_LOGPLOW#1,BCUT2D_LOGPLOW#2,BCUT2D_MRHI#1,BCUT2D_MRHI#2,BCUT2D_MRLOW#1,BCUT2D_MRLOW#2,fr_Al_COO#1,fr_Al_COO#2,fr_Al_OH#1,fr_Al_OH#2,fr_Ar_COO#1,fr_Ar_COO#2,fr_Ar_N#1,fr_Ar_N#2,fr_Ar_OH#1,fr_Ar_OH#2,fr_C_O_noCOO#1,fr_C_O_noCOO#2,fr_NH0#1,fr_NH0#2,fr_NH1#1,fr_NH1#2,fr_NH2#1,fr_NH2#2,fr_Ndealkylation1#1,fr_Ndealkylation1#2,fr_amide#1,fr_amide#2,fr_halogen#1,fr_halogen#2,fr_phenol#1,fr_phenol#2,fr_quatN#1,fr_quatN#2,PMI1#1,PMI1#2,PMI2#1,PMI2#2,PMI3#1,PMI3#2,NPR1#1,NPR1#2,NPR2#1,NPR2#2,RadiusOfGyration#1,RadiusOfGyration#2,InertialShapeFactor#1,InertialShapeFactor#2,Eccentricity#1,Eccentricity#2,Asphericity#1,Asphericity#2,SpherocityIndex#1,SpherocityIndex#2,Area#1,Area#2,sig2#1,sig2#2,sig3#1,sig3#2,sig4#1,sig4#2,sig5#1,sig5#2,sig6#1,sig6#2,Volume#1,Volume#2,MolWeight#1,MolWeight#2,E_diel#1,E_diel#2,E_vdw#1,E_vdw#2,E_ring#1,E_ring#2,mu_gas#1,mu_gas#2,WAPS#1,WAPS#2,WANS#1,WANS#2,E_COSMO#1,E_COSMO#2,COSMO_charge#1,COSMO_charge#2,Dipole_moment#1,Dipole_moment#2,Hb_acc#1,Hb_acc#2,Hb_don#1,Hb_don#2,ln_gamma_InfD#1,ln_gamma_InfD#2,lny#1,lny#2,s_potential_1#1,s_potential_1#2,s_potential_2#1,s_potential_2#2,s_potential_3#1,s_potential_3#2,s_profile_1#ratio,s_profile_2#ratio,s_profile_3#ratio,s_profile_4#ratio,s_profile_5#ratio,s_profile_6#ratio,s_profile_7#ratio
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,404.48,Yes,550.3931932448111,18.16882934370169,70.0,428.56,578.15,74.0,52.0,132.13,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,7.0,3.0,6.0,6.0,0.3364194912829884,0.2103437495606454,-0.4811387749269527,-1.0,6.466174563178717,0.0,12.897386418418526,-7.527660289915033e-16,-0.1650650717274233,-0.2443222032473248,0.3698260228237082,-0.1277082342521553,-2.489323844702349,-2.741983657945735,0.3002754210966162,-0.1331774153258756,-2.662266790993105,-2.996006796406357,1.3132704882127173,-1.464445876815095e-16,-0.9288477924598384,-1.486557666870198,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,485.9757255679448,235.20201679288976,848.7095409524072,572.4474650327294,1082.763859708443,671.169096462905,0.4488289124267631,0.3504363029114663,0.7838362292411016,0.8529109401037032,2.508268326626418,2.301226162593521,0.0016129123081714,0.003626290929532,0.8936177076187607,0.936586567062406,0.185663150687816,0.2867503025922531,0.3509155262303252,0.6212629141768793,192.7428,177.0496,200.3898,171.9745,-29.2308,120.106,451.5165,311.401,-178.0371,376.8907,1375.7614,713.9818,200.3224,188.1524,192.1243,139.6245,-30.6893,-43.9005,5.1891,6.901,0.0,0.0,-8.4482,-16.944,0.0088147721975617,0.012944750992983,-0.0089862530450083,-0.006715318077112,-19.8774,-30.0852,0.0087,0.0093,8.3553,18.3247,7.8477,15.0395,12.4588,0.229,-7.6691,-12.42295,-0.637165766990307,-6.293497739104309,-0.002396,-0.004758,-0.00034125,-0.000482,-0.0031503333333333,-0.000507,0.563706666666667,1.025526666666667,4.772340000000001,3.222085,3.0424600000000006,2.890486666666666,0.38055999999999984
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,411.35,Yes,779.7236904301485,12.825056007318848,70.0,428.56,578.15,74.0,52.0,132.13,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,7.0,3.0,6.0,6.0,0.3364194912829884,0.2103437495606454,-0.4811387749269527,-1.0,6.466174563178717,0.0,12.897386418418526,-7.527660289915033e-16,-0.1650650717274233,-0.2443222032473248,0.3698260228237082,-0.1277082342521553,-2.489323844702349,-2.741983657945735,0.3002754210966162,-0.1331774153258756,-2.662266790993105,-2.996006796406357,1.3132704882127173,-1.464445876815095e-16,-0.9288477924598384,-1.486557666870198,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,485.9757255679448,235.20201679288976,848.7095409524072,572.4474650327294,1082.763859708443,671.169096462905,0.4488289124267631,0.3504363029114663,0.7838362292411016,0.8529109401037032,2.508268326626418,2.301226162593521,0.0016129123081714,0.003626290929532,0.8936177076187607,0.936586567062406,0.185663150687816,0.2867503025922531,0.3509155262303252,0.6212629141768793,192.7428,177.0496,200.3898,171.9745,-29.2308,120.106,451.5165,311.401,-178.0371,376.8907,1375.7614,713.9818,200.3224,188.1524,192.1243,139.6245,-30.6893,-43.9005,5.1891,6.901,0.0,0.0,-8.4482,-16.944,0.0088147721975617,0.012944750992983,-0.0089862530450083,-0.006715318077112,-19.8774,-30.0852,0.0087,0.0093,8.3553,18.3247,7.8477,15.0395,12.4588,0.229,-7.6691,-12.42295,-0.3790204885278255,-7.513420298331069,-0.002396,-0.004758,-0.00034125,-0.000482,-0.0031503333333333,-0.000507,0.5989383333333337,1.076911666666667,4.6009383333333345,3.2679845833333334,3.1707533333333333,2.8460733333333326,0.39487833333333316
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.898,418.28,Yes,1211.404626308432,8.254880147249766,70.0,428.56,578.15,74.0,52.0,132.13,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,7.0,3.0,6.0,6.0,0.3364194912829884,0.2103437495606454,-0.4811387749269527,-1.0,6.466174563178717,0.0,12.897386418418526,-7.527660289915033e-16,-0.1650650717274233,-0.2443222032473248,0.3698260228237082,-0.1277082342521553,-2.489323844702349,-2.741983657945735,0.3002754210966162,-0.1331774153258756,-2.662266790993105,-2.996006796406357,1.3132704882127173,-1.464445876815095e-16,-0.9288477924598384,-1.486557666870198,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,485.9757255679448,235.20201679288976,848.7095409524072,572.4474650327294,1082.763859708443,671.169096462905,0.4488289124267631,0.3504363029114663,0.7838362292411016,0.8529109401037032,2.508268326626418,2.301226162593521,0.0016129123081714,0.003626290929532,0.8936177076187607,0.936586567062406,0.185663150687816,0.2867503025922531,0.3509155262303252,0.6212629141768793,192.7428,177.0496,200.3898,171.9745,-29.2308,120.106,451.5165,311.401,-178.0371,376.8907,1375.7614,713.9818,200.3224,188.1524,192.1243,139.6245,-30.6893,-43.9005,5.1891,6.901,0.0,0.0,-8.4482,-16.944,0.0088147721975617,0.012944750992983,-0.0089862530450083,-0.006715318077112,-19.8774,-30.0852,0.0087,0.0093,8.3553,18.3247,7.8477,15.0395,12.4588,0.229,-7.6691,-12.42295,-0.1852053731340705,-8.861874093562587,-0.002396,-0.004758,-0.00034125,-0.000482,-0.0031503333333333,-0.000507,0.6327607333333337,1.126241266666667,4.436392733333334,3.3120481833333333,3.2939149333333337,2.803436533333332,0.4086239333333332
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.938,423.15,Yes,2081.7290938049687,4.80369901624523,70.0,428.56,578.15,74.0,52.0,132.13,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,7.0,3.0,6.0,6.0,0.3364194912829884,0.2103437495606454,-0.4811387749269527,-1.0,6.466174563178717,0.0,12.897386418418526,-7.527660289915033e-16,-0.1650650717274233,-0.2443222032473248,0.3698260228237082,-0.1277082342521553,-2.489323844702349,-2.741983657945735,0.3002754210966162,-0.1331774153258756,-2.662266790993105,-2.996006796406357,1.3132704882127173,-1.464445876815095e-16,-0.9288477924598384,-1.486557666870198,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,485.9757255679448,235.20201679288976,848.7095409524072,572.4474650327294,1082.763859708443,671.169096462905,0.4488289124267631,0.3504363029114663,0.7838362292411016,0.8529109401037032,2.508268326626418,2.301226162593521,0.0016129123081714,0.003626290929532,0.8936177076187607,0.936586567062406,0.185663150687816,0.2867503025922531,0.3509155262303252,0.6212629141768793,192.7428,177.0496,200.3898,171.9745,-29.2308,120.106,451.5165,311.401,-178.0371,376.8907,1375.7614,713.9818,200.3224,188.1524,192.1243,139.6245,-30.6893,-43.9005,5.1891,6.901,0.0,0.0,-8.4482,-16.944,0.0088147721975617,0.012944750992983,-0.0089862530450083,-0.006715318077112,-19.8774,-30.0852,0.0087,0.0093,8.3553,18.3247,7.8477,15.0395,12.4588,0.229,-7.6691,-12.42295,-0.0717352050128714,-10.136179785488627,-0.002396,-0.004758,-0.00034125,-0.000482,-0.0031503333333333,-0.000507,0.660946066666667,1.167349266666667,4.2992714,3.3487678499999998,3.3965496,2.767905866666666,0.42007859999999986
Cyclohexanecarboxylic Acid,Menthol,O=C(O)C1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,265.0,No,82.01946643288163,121.92227570979416,71.0,299.4,314.6,52.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,0.305987142695467,0.2104598054692523,-0.4810264618631636,-0.3928209088894812,3.872613171677752,4.480564332270446,-7.219413862028409e-18,-0.0588486239026295,-0.1915761208745602,-0.247894923350645,-2.17657477258194e-16,-0.4339912177231654,-2.762555229042967,-2.8534838804192173,-3.6321538453352806e-16,-0.4407549178540351,-2.6730777832532158,-2.8082772442440134,-1.2108509366675985e-15,-0.220265744745177,-1.1525235395126487,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.15544936913912,287.62187124733714,481.6167158926894,737.5175741453517,563.6149416615151,890.797517371831,0.2841575649094877,0.3228813121257048,0.8545137474051023,0.8279295347850659,2.1684698427696496,2.4759347410828205,0.0053355271442281,0.0028785346927706,0.9587775958504192,0.9464394636108446,0.3755657111421769,0.3213029442642673,0.3269180971449054,0.3428959722436851,163.9301,208.8523,61.2837,45.0729,3.9079,16.4676,106.1549,74.2376,-35.5796,48.395,253.8858,175.7112,165.8123,227.8497,128.1697,156.2662,-8.1355,-5.8134,5.4943,7.5513,-1.1335,-1.1335,4.4525,8.2165,0.0061569149873478,0.0040617119790453,-0.003827380117779,-0.0030522974089344,-6.1485,-4.4414,-0.0025,-0.0051,2.5527,2.3028,1.7772,2.6238,2.9924,1.0277,-0.38427,-0.20024,-0.04509768640401173,-0.08654458626882534,-0.0015216666666666,-0.002774,-0.0004727499999999,-0.0004776666666666,-0.0020006666666666,-5.7666666666666695e-05,0.0632666666666667,0.4057166666666666,0.6135333333333335,13.299204166666666,1.1882833333333334,1.0525333333333333,0.05309999999999995
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.1,308.182,Yes,11.10798260264885,900.2534805568893,72.0,291.3,314.6,64.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.3028502523677105,0.2104598054692523,-0.4812302620979899,-0.3928209088894812,4.062761369983276,4.480564332270446,-1.1094216176324538e-15,-0.0588486239026295,-0.191696125162683,-0.247894923350645,-3.2563750444176333e-16,-0.4339912177231654,-2.8178342848604823,-2.8534838804192173,-3.1848842781235723e-16,-0.4407549178540351,-2.6943390490607357,-2.8082772442440134,-5.224567399551169e-16,-0.220265744745177,-1.1779424695166647,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.04158474385022,287.62187124733714,1194.6539118614132,737.5175741453517,1306.4623053705168,890.797517371831,0.13245049936192,0.3228813121257048,0.9144189671225192,0.8279295347850659,2.925521210693773,2.4759347410828205,0.0052843885386054,0.0028785346927706,0.9911896212222856,0.9464394636108446,0.6546765849639395,0.3213029442642673,0.1993163824793352,0.3428959722436851,201.5991,208.8523,65.0692,45.0729,3.4467,16.4676,109.635,74.2376,-35.7307,48.395,261.24,175.7112,208.525,227.8497,156.223,156.2662,-8.5295,-5.8134,6.9002,7.5513,-1.1335,-1.1335,5.5937,8.2165,0.0053262008793063,0.0040617119790453,-0.0036518114870142,-0.0030522974089344,-6.4131,-4.4414,-0.0037,-0.0051,2.4655,2.3028,1.8367,2.6238,3.0289,1.0277,-0.45948,-0.29288,-0.33319425645572553,-0.006453411878807516,-0.001357,-0.002774,-0.0004759166666666,-0.0004776666666666,-0.001947,-5.7666666666666695e-05,0.01302333333333334,0.39216666666666666,0.5945333333333336,15.625154166666666,1.0627166666666668,0.76416,0.09557999999999992
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.2,298.9,Yes,24.99296085595991,400.1126580252841,72.0,291.3,314.6,64.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.3028502523677105,0.2104598054692523,-0.4812302620979899,-0.3928209088894812,4.062761369983276,4.480564332270446,-1.1094216176324538e-15,-0.0588486239026295,-0.191696125162683,-0.247894923350645,-3.2563750444176333e-16,-0.4339912177231654,-2.8178342848604823,-2.8534838804192173,-3.1848842781235723e-16,-0.4407549178540351,-2.6943390490607357,-2.8082772442440134,-5.224567399551169e-16,-0.220265744745177,-1.1779424695166647,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.04158474385022,287.62187124733714,1194.6539118614132,737.5175741453517,1306.4623053705168,890.797517371831,0.13245049936192,0.3228813121257048,0.9144189671225192,0.8279295347850659,2.925521210693773,2.4759347410828205,0.0052843885386054,0.0028785346927706,0.9911896212222856,0.9464394636108446,0.6546765849639395,0.3213029442642673,0.1993163824793352,0.3428959722436851,201.5991,208.8523,65.0692,45.0729,3.4467,16.4676,109.635,74.2376,-35.7307,48.395,261.24,175.7112,208.525,227.8497,156.223,156.2662,-8.5295,-5.8134,6.9002,7.5513,-1.1335,-1.1335,5.5937,8.2165,0.0053262008793063,0.0040617119790453,-0.0036518114870142,-0.0030522974089344,-6.4131,-4.4414,-0.0037,-0.0051,2.4655,2.3028,1.8367,2.6238,3.0289,1.0277,-0.45948,-0.29288,-0.23705990428646684,-0.023244222211645085,-0.001357,-0.002774,-0.0004759166666666,-0.0004776666666666,-0.001947,-5.7666666666666695e-05,0.02604666666666668,0.39496666666666674,0.6625333333333336,15.419533333333334,1.0970333333333333,0.8405533333333333,0.08495999999999992
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3,289.19,Yes,42.84507575307413,233.3990505147491,72.0,291.3,314.6,64.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.3028502523677105,0.2104598054692523,-0.4812302620979899,-0.3928209088894812,4.062761369983276,4.480564332270446,-1.1094216176324538e-15,-0.0588486239026295,-0.191696125162683,-0.247894923350645,-3.2563750444176333e-16,-0.4339912177231654,-2.8178342848604823,-2.8534838804192173,-3.1848842781235723e-16,-0.4407549178540351,-2.6943390490607357,-2.8082772442440134,-5.224567399551169e-16,-0.220265744745177,-1.1779424695166647,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.04158474385022,287.62187124733714,1194.6539118614132,737.5175741453517,1306.4623053705168,890.797517371831,0.13245049936192,0.3228813121257048,0.9144189671225192,0.8279295347850659,2.925521210693773,2.4759347410828205,0.0052843885386054,0.0028785346927706,0.9911896212222856,0.9464394636108446,0.6546765849639395,0.3213029442642673,0.1993163824793352,0.3428959722436851,201.5991,208.8523,65.0692,45.0729,3.4467,16.4676,109.635,74.2376,-35.7307,48.395,261.24,175.7112,208.525,227.8497,156.223,156.2662,-8.5295,-5.8134,6.9002,7.5513,-1.1335,-1.1335,5.5937,8.2165,0.0053262008793063,0.0040617119790453,-0.0036518114870142,-0.0030522974089344,-6.4131,-4.4414,-0.0037,-0.0051,2.4655,2.3028,1.8367,2.6238,3.0289,1.0277,-0.45948,-0.29288,-0.16428899864675892,-0.0473403875017361,-0.001357,-0.002774,-0.0004759166666666,-0.0004776666666666,-0.001947,-5.7666666666666695e-05,0.039070000000000014,0.3977666666666667,0.7305333333333335,15.2139125,1.1313499999999999,0.9169466666666665,0.07433999999999993
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.4,275.455,Yes,66.64789561589309,150.04224675948154,72.0,291.3,314.6,64.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.3028502523677105,0.2104598054692523,-0.4812302620979899,-0.3928209088894812,4.062761369983276,4.480564332270446,-1.1094216176324538e-15,-0.0588486239026295,-0.191696125162683,-0.247894923350645,-3.2563750444176333e-16,-0.4339912177231654,-2.8178342848604823,-2.8534838804192173,-3.1848842781235723e-16,-0.4407549178540351,-2.6943390490607357,-2.8082772442440134,-5.224567399551169e-16,-0.220265744745177,-1.1779424695166647,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.04158474385022,287.62187124733714,1194.6539118614132,737.5175741453517,1306.4623053705168,890.797517371831,0.13245049936192,0.3228813121257048,0.9144189671225192,0.8279295347850659,2.925521210693773,2.4759347410828205,0.0052843885386054,0.0028785346927706,0.9911896212222856,0.9464394636108446,0.6546765849639395,0.3213029442642673,0.1993163824793352,0.3428959722436851,201.5991,208.8523,65.0692,45.0729,3.4467,16.4676,109.635,74.2376,-35.7307,48.395,261.24,175.7112,208.525,227.8497,156.223,156.2662,-8.5295,-5.8134,6.9002,7.5513,-1.1335,-1.1335,5.5937,8.2165,0.0053262008793063,0.0040617119790453,-0.0036518114870142,-0.0030522974089344,-6.4131,-4.4414,-0.0037,-0.0051,2.4655,2.3028,1.8367,2.6238,3.0289,1.0277,-0.45948,-0.29288,-0.10977474444929683,-0.07654147254782077,-0.001357,-0.002774,-0.0004759166666666,-0.0004776666666666,-0.001947,-5.7666666666666695e-05,0.05209333333333336,0.4005666666666667,0.7985333333333335,15.008291666666668,1.1656666666666666,0.9933399999999999,0.06371999999999994
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,262.12,Yes,99.97184342383964,100.02816450632103,72.0,291.3,314.6,64.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.3028502523677105,0.2104598054692523,-0.4812302620979899,-0.3928209088894812,4.062761369983276,4.480564332270446,-1.1094216176324538e-15,-0.0588486239026295,-0.191696125162683,-0.247894923350645,-3.2563750444176333e-16,-0.4339912177231654,-2.8178342848604823,-2.8534838804192173,-3.1848842781235723e-16,-0.4407549178540351,-2.6943390490607357,-2.8082772442440134,-5.224567399551169e-16,-0.220265744745177,-1.1779424695166647,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.04158474385022,287.62187124733714,1194.6539118614132,737.5175741453517,1306.4623053705168,890.797517371831,0.13245049936192,0.3228813121257048,0.9144189671225192,0.8279295347850659,2.925521210693773,2.4759347410828205,0.0052843885386054,0.0028785346927706,0.9911896212222856,0.9464394636108446,0.6546765849639395,0.3213029442642673,0.1993163824793352,0.3428959722436851,201.5991,208.8523,65.0692,45.0729,3.4467,16.4676,109.635,74.2376,-35.7307,48.395,261.24,175.7112,208.525,227.8497,156.223,156.2662,-8.5295,-5.8134,6.9002,7.5513,-1.1335,-1.1335,5.5937,8.2165,0.0053262008793063,0.0040617119790453,-0.0036518114870142,-0.0030522974089344,-6.4131,-4.4414,-0.0037,-0.0051,2.4655,2.3028,1.8367,2.6238,3.0289,1.0277,-0.45948,-0.29288,-0.06962971997248187,-0.10923744787269862,-0.001357,-0.002774,-0.0004759166666666,-0.0004776666666666,-0.001947,-5.7666666666666695e-05,0.0651166666666667,0.4033666666666667,0.8665333333333336,14.802670833333334,1.1999833333333334,1.0697333333333332,0.05309999999999995
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.7,273.434,Yes,233.26763465562576,42.86921335985189,72.0,291.3,314.6,64.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.3028502523677105,0.2104598054692523,-0.4812302620979899,-0.3928209088894812,4.062761369983276,4.480564332270446,-1.1094216176324538e-15,-0.0588486239026295,-0.191696125162683,-0.247894923350645,-3.2563750444176333e-16,-0.4339912177231654,-2.8178342848604823,-2.8534838804192173,-3.1848842781235723e-16,-0.4407549178540351,-2.6943390490607357,-2.8082772442440134,-5.224567399551169e-16,-0.220265744745177,-1.1779424695166647,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.04158474385022,287.62187124733714,1194.6539118614132,737.5175741453517,1306.4623053705168,890.797517371831,0.13245049936192,0.3228813121257048,0.9144189671225192,0.8279295347850659,2.925521210693773,2.4759347410828205,0.0052843885386054,0.0028785346927706,0.9911896212222856,0.9464394636108446,0.6546765849639395,0.3213029442642673,0.1993163824793352,0.3428959722436851,201.5991,208.8523,65.0692,45.0729,3.4467,16.4676,109.635,74.2376,-35.7307,48.395,261.24,175.7112,208.525,227.8497,156.223,156.2662,-8.5295,-5.8134,6.9002,7.5513,-1.1335,-1.1335,5.5937,8.2165,0.0053262008793063,0.0040617119790453,-0.0036518114870142,-0.0030522974089344,-6.4131,-4.4414,-0.0037,-0.0051,2.4655,2.3028,1.8367,2.6238,3.0289,1.0277,-0.45948,-0.29288,-0.021153427258067067,-0.1806804687055358,-0.001357,-0.002774,-0.0004759166666666,-0.0004776666666666,-0.001947,-5.7666666666666695e-05,0.09116333333333337,0.4089666666666667,1.0025333333333335,14.391429166666668,1.2686166666666665,1.2225199999999998,0.03185999999999998
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.8,278.687,Yes,399.8873736953587,25.00704112658025,72.0,291.3,314.6,64.0,66.0,37.3,20.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.3028502523677105,0.2104598054692523,-0.4812302620979899,-0.3928209088894812,4.062761369983276,4.480564332270446,-1.1094216176324538e-15,-0.0588486239026295,-0.191696125162683,-0.247894923350645,-3.2563750444176333e-16,-0.4339912177231654,-2.8178342848604823,-2.8534838804192173,-3.1848842781235723e-16,-0.4407549178540351,-2.6943390490607357,-2.8082772442440134,-5.224567399551169e-16,-0.220265744745177,-1.1779424695166647,-1.186391925044363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.04158474385022,287.62187124733714,1194.6539118614132,737.5175741453517,1306.4623053705168,890.797517371831,0.13245049936192,0.3228813121257048,0.9144189671225192,0.8279295347850659,2.925521210693773,2.4759347410828205,0.0052843885386054,0.0028785346927706,0.9911896212222856,0.9464394636108446,0.6546765849639395,0.3213029442642673,0.1993163824793352,0.3428959722436851,201.5991,208.8523,65.0692,45.0729,3.4467,16.4676,109.635,74.2376,-35.7307,48.395,261.24,175.7112,208.525,227.8497,156.223,156.2662,-8.5295,-5.8134,6.9002,7.5513,-1.1335,-1.1335,5.5937,8.2165,0.0053262008793063,0.0040617119790453,-0.0036518114870142,-0.0030522974089344,-6.4131,-4.4414,-0.0037,-0.0051,2.4655,2.3028,1.8367,2.6238,3.0289,1.0277,-0.45948,-0.29288,-0.008680818338136586,-0.21790015897334059,-0.001357,-0.002774,-0.0004759166666666,-0.0004776666666666,-0.001947,-5.7666666666666695e-05,0.10418666666666672,0.4117666666666667,1.0705333333333338,14.185808333333334,1.3029333333333333,1.2989133333333331,0.021239999999999978
